"Species1","Mass","Wing.Length","Hand-Wing.Index"
"Caprimulgus climacurus",45.8,143.2,49.2
"Caprimulgus concretus",57.5,164,47.3
"Caprimulgus donaldsoni",29,130.2,44
"Caprimulgus europaeus",67,183.2,53.4
"Caprimulgus eximius",66.3,181.8,45.3
"Caprimulgus fossii",58.3,155,45.4
"Caprimulgus fraenatus",59.7,162,46
"Caprimulgus indicus",91.6,181.8,49.4
"Caprimulgus inornatus",50.3,153.2,48.8
"Caprimulgus jotaka",91.6,203.4,50.8
"Caprimulgus longipennis",48,173.2,48.3
"Caprimulgus macrurus",66.2,179.2,47.1
"Caprimulgus madagascariensis",41.1,152,49
"Caprimulgus mahrattensis",57,169.4,46.4
"Caprimulgus manillensis",70.3,170.2,48.1
"Caprimulgus meesi",66.2,168.1,40.1
"Caprimulgus natalensis",77.7,153.2,42.7
"Caprimulgus nubicus",49.3,148,42.7
"Caprimulgus pectoralis",51.4,159.3,41.2
"Caprimulgus phalaena",91.6,161.4,49.4
"Caprimulgus poliocephalus",41.8,155.6,44.9
"Caprimulgus prigoginei",57.5,161,43.2
"Caprimulgus pulchellus",57.5,154,35.8
"Caprimulgus ruficollis",68.5,198.2,54
"Caprimulgus rufigena",52,160.5,46.3
"Caprimulgus solala",79,185,48.2
"Caprimulgus stellatus",58.2,154.6,40.8
"Caprimulgus tristigma",79,171.8,49.8
"Caprimulgus vexillarius",72.2,207.2,39.8
"Chordeiles acutipennis",48.4,164.8,55.1
"Chordeiles gundlachii",50,171.2,61
"Chordeiles minor",79.3,192.8,60.7
"Chordeiles nacunda",159,238.2,47.9
"Chordeiles pusillus",30.6,125.2,41.1
"Chordeiles rupestris",52.3,164.5,54.8
"Eleothreptus anomalus",43.7,129.2,40
"Eleothreptus candicans",49.3,151,40
"Eurostopodus archboldi",77,205,53.7
"Eurostopodus argus",93.4,213.4,51.4
"Eurostopodus diabolicus",104.4,199.5,44.6
"Eurostopodus exul",77,182,54
"Eurostopodus mystacalis",134.5,252.2,54
"Eurostopodus nigripennis",134.5,215.9,49.2
"Eurostopodus papuensis",80.5,189.5,45.3
"Gactornis enarratus",52.8,147.5,43.2
"Hydropsalis cayennensis",35.5,136.4,49.4
"Hydropsalis climacocerca",46,149.5,51.5
"Hydropsalis maculicaudus",30.3,128.8,45.5
"Hydropsalis torquata",58.5,183.8,48.9
"Lurocalis rufiventris",128.5,202.8,59.1
"Lurocalis semitorquatus",75.9,185.4,56.8
"Lyncornis macrotis",140.6,266.3,54
"Lyncornis temminckii",95.9,205.2,51.8
"Macropsalis forcipata",139,225.2,53.9
"Nyctidromus albicollis",57.8,150.9,35.8
"Nyctidromus anthonyi",35.9,124,42.6
"Nyctiphrynus mcleodii",35,120.5,41
"Nyctiphrynus ocellatus",39.6,125.4,35.1
"Nyctiphrynus rosenbergi",52,123.8,33.4
"Nyctiphrynus yucatanicus",24.5,109,34.6
"Nyctipolus hirundinaceus",32,124.2,35
"Nyctipolus nigrescens",35.7,138,44
"Nyctiprogne leucopyga",27.3,135.8,49.6
"Nyctiprogne vielliardi",41,126.9,44.7
"Phalaenoptilus nuttallii",48.3,144.2,42.8
"Setopagis heterura",37,138.9,37.4
"Setopagis maculosa",47,139,44.2
"Setopagis parvula",37,133.2,38.5
"Setopagis whitelyi",47,155.7,46.4
"Siphonorhis americana",37,135,26.7
"Siphonorhis brewsteri",37,113.5,36.1
"Systellura decussata",45.6,133.2,47.8
"Systellura longirostris",45.6,154.9,48.5
"Systellura roraimae",45.6,164.3,48.2
"Uropsalis lyra",71.2,176,52.9
"Uropsalis segmentata",42.9,163.2,50.7
"Veles binotatus",63,148.8,46.4
"Hemiprocne comata",20.6,128.8,56.2
"Hemiprocne coronata",29,152.2,69.8
"Hemiprocne longipennis",42.8,167.6,59.7
"Hemiprocne mystacea",70.1,216.6,70.4
"Nyctibius aethereus",440.5,331.8,38
"Nyctibius grandis",547,374.1,44
"Nyctibius griseus",172,256.4,43.8
"Nyctibius jamaicensis",266,290,50.7
"Nyctibius leucopterus",86.4,184.2,44.1
"Nyctibius maculosus",170.3,271,47.3
"Phyllaemulor bracteatus",51.7,162.6,42.3
"Batrachostomus auritus",206,260.5,22.5
"Batrachostomus cornutus",46.3,133.4,20
"Batrachostomus harterti",206,242,27.4
"Batrachostomus hodgsoni",51,132.8,25
"Batrachostomus javensis",46.3,111,24.5
"Batrachostomus mixtus",46.3,118.2,27.6
"Batrachostomus moniliger",52.4,116,22.4
"Batrachostomus poliolophus",46.3,120.3,20.7
"Batrachostomus septimus",86.8,156.4,23.6
"Batrachostomus stellatus",51.3,118.4,26.1
"Podargus ocellatus",175.4,176.2,21.4
"Podargus papuensis",375.7,289.6,26.6
"Podargus strigoides",308,228.8,27.5
"Rigidipenna inexpectata",175.4,192,27.3
"Steatornis caripensis",408,308.3,38.6
"Abeillia abeillei",2.7,47,66.3
"Adelomyia melanogenys",4.9,53.1,60.2
"Aglaeactis aliciae",7,81,62
"Aglaeactis castelnaudii",6.7,74.2,59.4
"Aglaeactis cupripennis",7.6,81.5,62.5
"Aglaeactis pamela",5.5,67.8,57.4
"Aglaiocercus berlepschi",5,59.4,65.3
"Aglaiocercus coelestis",5.6,62,61.1
"Aglaiocercus kingii",4.8,58.7,62.9
"Amazilia alfaroana",5,56,63.5
"Amazilia amabilis",4.3,52.3,64.2
"Amazilia amazilia",4.3,61.8,58.1
"Amazilia bartletti",4.6,55.3,61.2
"Amazilia beryllina",4.5,53.4,60.8
"Amazilia boucardi",4.5,54.4,61.6
"Amazilia brevirostris",4.3,48.8,62.2
"Amazilia candida",3.8,51.8,62.1
"Amazilia castaneiventris",5,52,60.3
"Amazilia chionogaster",5,57.7,62.8
"Amazilia chrysura",4.5,51.8,61.5
"Amazilia coeruleogularis",4.2,47.2,64.3
"Amazilia cupreicauda",3.7,49.2,64.7
"Amazilia cyanifrons",5,56,63.5
"Amazilia cyanocephala",5.1,60.8,63.9
"Amazilia cyanura",3.9,53.9,63.3
"Amazilia cyanus",3.3,47.8,62.1
"Amazilia decora",4.7,52.3,61.6
"Amazilia edward",4.7,52.1,64.2
"Amazilia eliciae",3.6,49.5,64.4
"Amazilia fimbriata",4.9,52.3,63.5
"Amazilia franciae",5,53.4,60.9
"Amazilia goudoti",4,49.4,63
"Amazilia grayi",5.6,60.5,62.9
"Amazilia humboldtii",5.6,61.1,62.1
"Amazilia julie",3.3,43.1,30.4
"Amazilia lactea",4.6,52.6,61
"Amazilia leucogaster",4.7,53.3,62.6
"Amazilia lilliae",4.3,47.1,64.1
"Amazilia luciae",4.5,54.4,64.9
"Amazilia oenone",5,51.2,63.4
"Amazilia rosenbergi",3.7,52.8,64.5
"Amazilia rutila",5.2,57,62.8
"Amazilia sapphirina",4.4,49.5,64.2
"Amazilia saucerottei",4.5,51.7,65.1
"Amazilia tobaci",4.7,52,64.6
"Amazilia tzacatl",4.8,56.4,61.7
"Amazilia versicolor",4.1,48.2,63.4
"Amazilia violiceps",5.1,60.4,61.5
"Amazilia viridicauda",6.1,56.4,64.5
"Amazilia viridifrons",6.3,55.2,65.6
"Amazilia viridigaster",3.7,52,62.3
"Amazilia wagneri",6.3,57.1,63.5
"Amazilia yucatanensis",3.9,54.8,62.5
"Androdon aequatorialis",7.3,68,61.1
"Anopetia gounellei",3.2,49.3,62.6
"Anthocephala berlepschi",3.9,51.4,64.5
"Anthocephala floriceps",3.9,48.7,66.9
"Anthracothorax aurulentus",5.8,61.1,64.6
"Anthracothorax dominicus",5.8,65.3,64.5
"Anthracothorax mango",8.3,68.4,64.9
"Anthracothorax nigricollis",7,66.3,64.1
"Anthracothorax prevostii",6.4,65.6,66.3
"Anthracothorax veraguensis",7,65.7,64.8
"Anthracothorax viridigula",7.5,69.1,63.9
"Anthracothorax viridis",6.6,62.8,66.4
"Aphantochroa cirrochloris",7.7,66.4,63.9
"Archilochus alexandri",3.4,42.4,64.4
"Archilochus colubris",3.1,40.7,65
"Atthis ellioti",2.9,34,66.4
"Atthis heloisa",2.2,34.4,66.5
"Augastes lumachella",4,60.1,65.9
"Augastes scutatus",3,53.4,65.3
"Avocettula recurvirostris",4.2,55.8,58.9
"Basilinna leucotis",3.4,54.3,68.4
"Basilinna xantusii",3.4,50.8,64.5
"Boissonneaua flavescens",8.2,75.2,61.3
"Boissonneaua jardini",9.1,75,62.1
"Boissonneaua matthewsii",7.7,72.8,61.8
"Calliphlox amethystina",2.8,34.8,65.2
"Calliphlox bryantae",3.3,41.6,67.7
"Calliphlox mitchellii",3.1,35.7,65.1
"Calothorax lucifer",3.3,39.3,63
"Calothorax pulcher",2.7,37.1,62.1
"Calypte anna",4.2,49,65.6
"Calypte costae",3.1,44.7,65.7
"Campylopterus curvipennis",6,63,62.9
"Campylopterus cuvierii",8.9,67.9,62.9
"Campylopterus duidae",6.1,64.4,61.1
"Campylopterus ensipennis",9.6,75.8,61.7
"Campylopterus falcatus",7.2,65.2,61.2
"Campylopterus hemileucurus",9.7,75.3,62.5
"Campylopterus hyperythrus",6.4,63.2,59.2
"Campylopterus largipennis",8.3,72.3,61.1
"Campylopterus phainopeplus",7.7,68.1,61.4
"Campylopterus rufus",7.1,71,62.8
"Campylopterus villaviscensio",7.4,65.8,60.8
"Chaetocercus astreans",2,33.7,65.4
"Chaetocercus berlepschi",2,26.7,66
"Chaetocercus bombus",6.5,28.2,58.4
"Chaetocercus heliodor",2,30.3,61.7
"Chaetocercus jourdanii",3.3,35.2,66.4
"Chaetocercus mulsant",3.9,39.2,65.9
"Chalcostigma herrani",5.8,67.6,62.9
"Chalcostigma heteropogon",6.1,70.7,62.2
"Chalcostigma olivaceum",8.2,81.4,60.3
"Chalcostigma ruficeps",3.4,57.9,61.9
"Chalcostigma stanleyi",5.8,66.1,58.3
"Chalybura buffonii",6.8,63.9,66
"Chalybura urochrysia",6.4,65.2,67
"Chlorostilbon assimilis",2.6,44.8,66.3
"Chlorostilbon auriceps",2.6,43.2,68.6
"Chlorostilbon canivetii",2.6,46.8,67.2
"Chlorostilbon forficatus",2.6,47.2,70.3
"Chlorostilbon gibsoni",2.6,49.4,66.9
"Chlorostilbon lucidus",3.5,49.6,62.3
"Chlorostilbon maugaeus",3.1,46,63.8
"Chlorostilbon mellisugus",2.6,45.2,67.1
"Chlorostilbon notatus",4.2,48,67
"Chlorostilbon olivaresi",3.7,46.7,64.9
"Chlorostilbon poortmani",3.3,41.2,66.7
"Chlorostilbon ricordii",3.2,53,68.3
"Chlorostilbon russatus",3.4,43.5,65.3
"Chlorostilbon stenurus",3.4,42.2,65.7
"Chlorostilbon swainsonii",4.3,54.6,65.7
"Chrysolampis mosquitus",3.9,53.9,68
"Clytolaema rubricauda",7.9,69.2,63
"Coeligena albicaudata",7.4,77.6,61.5
"Coeligena bonapartei",6.5,75.2,61.5
"Coeligena coeligena",6.8,72.1,62.9
"Coeligena conradii",6.7,73,65.1
"Coeligena consita",6.5,73,62.6
"Coeligena dichroura",7.4,79.5,60.8
"Coeligena eisenmanni",6.7,73.9,61.4
"Coeligena eos",6.5,70.6,61.7
"Coeligena helianthea",6.6,71.5,63.5
"Coeligena inca",6.7,73.1,62.9
"Coeligena iris",6.9,80.1,63.6
"Coeligena lutetiae",7.3,77.3,63.5
"Coeligena orina",6.5,72.6,61.5
"Coeligena osculans",7.4,75.6,59.6
"Coeligena phalerata",6.1,70.7,62.7
"Coeligena prunellei",7,80.2,61.9
"Coeligena torquata",6.7,74.1,61.9
"Coeligena violifer",7.4,73.2,60
"Coeligena wilsoni",6.7,71.4,60.1
"Colibri coruscans",6.7,75.4,62.5
"Colibri delphinae",6.4,67.9,63.8
"Colibri serrirostris",6.7,67.9,61.6
"Colibri thalassinus",5.9,62.6,61.5
"Cyanophaia bicolor",4.5,59.8,64.1
"Cynanthus doubledayi",3.1,50.2,64.7
"Cynanthus latirostris",3.1,51.5,64
"Cynanthus lawrencei",3.1,50.2,67.3
"Cynanthus sordidus",4,56.1,65.8
"Discosura conversii",3,42.2,69.2
"Discosura langsdorffi",2.8,35.2,64.1
"Discosura letitiae",2.8,37.6,65.2
"Discosura longicaudus",3.4,42.8,71.2
"Discosura popelairii",2.5,33.2,64.8
"Doricha eliza",2.5,38.4,63.6
"Doricha enicura",2.4,36.5,67.6
"Doryfera johannae",4.8,52.8,65.5
"Doryfera ludovicae",6,57.4,61.5
"Elvira chionura",3,49.5,67.8
"Elvira cupreiceps",3,45.9,65.7
"Ensifera ensifera",11.2,76.3,58.7
"Eriocnemis aline",4.2,49.6,63
"Eriocnemis cupreoventris",5.3,63.2,58.8
"Eriocnemis derbyi",5.5,56.2,62.1
"Eriocnemis glaucopoides",3.7,50.3,63.9
"Eriocnemis godini",5.1,58.9,60.7
"Eriocnemis isabellae",4.5,56.9,64.4
"Eriocnemis luciani",6,71.5,61.5
"Eriocnemis mirabilis",5.1,51.2,63.5
"Eriocnemis mosquera",5.3,73,61.3
"Eriocnemis nigrivestis",8.5,56.8,58.5
"Eriocnemis sapphiropygia",7,67.3,63.7
"Eriocnemis vestita",4.5,58.5,61.5
"Eugenes fulgens",8,72,65.3
"Eulampis holosericeus",5.7,59.6,66
"Eulampis jugularis",8.9,71.7,62.7
"Eulidia yarrellii",2.5,32.9,61
"Eupetomena macroura",9,69.3,63.4
"Eupherusa cyanophrys",4.8,58.4,63.9
"Eupherusa eximia",4.3,55.3,63.5
"Eupherusa nigriventris",3.5,46.8,63.1
"Eupherusa poliocerca",4.8,60.6,64.7
"Eutoxeres aquila",10.6,70.5,60.7
"Eutoxeres condamini",10.8,68.5,59.3
"Florisuga fusca",8,75.9,64.8
"Florisuga mellivora",7.4,67.8,66.1
"Glaucis aeneus",4.8,52.5,60.6
"Glaucis dohrnii",5.8,62.9,46.3
"Glaucis hirsutus",6.8,58.8,59.8
"Goethalsia bella",3.4,51.4,65.7
"Goldmania violiceps",4.1,49.5,65.8
"Haplophaedia assimilis",4.8,57.2,61.6
"Haplophaedia aureliae",5.2,56.8,63.2
"Haplophaedia lugens",6.9,64.5,60.9
"Heliactin bilophus",4.4,47.8,72.5
"Heliangelus amethysticollis",5,62.9,58.4
"Heliangelus clarisse",5,62.3,65.5
"Heliangelus exortis",4.6,60.8,64.2
"Heliangelus mavors",4.2,63.6,65.5
"Heliangelus micraster",3.9,63.5,61.4
"Heliangelus regalis",3.6,51.8,64.3
"Heliangelus spencei",5,58.4,63.9
"Heliangelus strophianus",5.5,66.2,64.4
"Heliangelus viola",5.4,63.2,63.1
"Heliodoxa aurescens",6.4,61,65.6
"Heliodoxa branickii",5.2,62.5,65.7
"Heliodoxa gularis",6.3,63.8,66
"Heliodoxa imperatrix",8.8,73,64.7
"Heliodoxa jacula",8.1,70.3,64.1
"Heliodoxa leadbeateri",7.4,67.2,64
"Heliodoxa rubinoides",7.8,69.3,63.6
"Heliodoxa schreibersii",9.2,69.5,63.5
"Heliodoxa whitelyana",9.2,60,66.3
"Heliodoxa xanthogonys",7,63,65.3
"Heliomaster constantii",7.3,62.7,66.8
"Heliomaster furcifer",5.4,54.1,63
"Heliomaster longirostris",6.6,58.4,65.3
"Heliomaster squamosus",5.9,56,62.2
"Heliothryx auritus",5.4,64.8,66
"Heliothryx barroti",5.5,63.8,68
"Hylonympha macrocerca",7.3,66.6,67.4
"Klais guimeti",2.6,48.4,66.6
"Lafresnaya lafresnayi",5.3,63.6,62.4
"Lampornis amethystinus",5.2,65.4,64.3
"Lampornis calolaemus",5.1,62.6,64.6
"Lampornis castaneoventris",5.1,61,64.1
"Lampornis cinereicauda",5.1,62.2,65.1
"Lampornis clemenciae",7.6,73.7,66.2
"Lampornis hemileucus",5.5,62.4,65.1
"Lampornis sybillae",6.3,64.2,63.2
"Lampornis viridipallens",5.3,63.4,63.9
"Lamprolaima rhami",7.8,78,61
"Lesbia nuna",3.7,51.7,62.1
"Lesbia victoriae",5,58.6,63.8
"Leucippus baeri",4.5,56.7,63.7
"Leucippus chlorocercus",4.6,56.1,60.7
"Leucippus fallax",6,60,61.5
"Leucippus taczanowskii",6.4,69.6,63.2
"Leucochloris albicollis",6.3,58.8,62.8
"Loddigesia mirabilis",3,42,67.2
"Lophornis adorabilis",2.7,37.8,67.5
"Lophornis brachylophus",2.7,42.5,64
"Lophornis chalybeus",3,42.2,63.4
"Lophornis delattrei",2.8,38.3,66.6
"Lophornis gouldii",2.4,37.8,67
"Lophornis helenae",2.6,39.4,68.6
"Lophornis magnificus",2.7,39.8,66
"Lophornis ornatus",2.3,37.2,68.8
"Lophornis pavoninus",3,45.8,63.9
"Lophornis stictolophus",2.7,38.4,64.9
"Lophornis verreauxii",3,43.2,66.4
"Mellisuga helenae",2.2,28.2,62.9
"Mellisuga minima",2.4,36.3,64.3
"Metallura aeneocauda",5.2,58.5,56.3
"Metallura baroni",4.3,57.1,60.3
"Metallura eupogon",4.6,59.6,61.3
"Metallura iracunda",3.9,58.1,64.1
"Metallura odomae",5.1,58,60.9
"Metallura phoebe",5.4,70.6,58.9
"Metallura theresiae",4.9,58.3,57.9
"Metallura tyrianthina",3.8,54.2,59.7
"Metallura williami",4.5,57.5,56.4
"Microchera albocoronata",2.7,40.6,64.8
"Microstilbon burmeisteri",2.5,29.9,60.8
"Myrmia micrura",2.3,33.9,61.7
"Myrtis fanny",2.3,39.3,64.3
"Nesophlox evelynae",2.4,39.8,66.1
"Nesophlox lyrura",2.4,39.8,66.1
"Ocreatus underwoodii",3,42.6,68.7
"Opisthoprora euryptera",6.2,63.2,59.8
"Oreonympha albolimbata",7.7,80.3,65.1
"Oreonympha nobilis",7.7,80.2,63.8
"Oreotrochilus adela",7.9,65.4,56.4
"Oreotrochilus chimborazo",8.2,73.8,58.6
"Oreotrochilus estella",8.1,72.2,59.5
"Oreotrochilus leucopleurus",8.2,68.2,59.6
"Oreotrochilus melanogaster",9.1,72,58.5
"Oreotrochilus stolzmanni",8.7,72.6,58.1
"Orthorhyncus cristatus",3,47.1,64.7
"Oxypogon cyanolaemus",4.8,69.8,63.3
"Oxypogon guerinii",4.8,70.3,61.2
"Oxypogon lindenii",4.8,71.8,62.9
"Oxypogon stuebelii",4.8,55.5,54.1
"Panterpe insignis",5.7,62.9,62.2
"Patagona gigas",20.2,135.7,64.5
"Phaethornis aethopygus",3,40.8,62.4
"Phaethornis anthophilus",5.9,57.2,59.3
"Phaethornis atrimentalis",2.6,38.5,65
"Phaethornis augusti",6,57,62.9
"Phaethornis baroni",6,59.3,62.7
"Phaethornis bourcieri",4.3,55,68.2
"Phaethornis eurynome",5.3,58.4,60.6
"Phaethornis griseogularis",2.3,34.3,67.7
"Phaethornis guy",6.3,59.2,64
"Phaethornis hispidus",5,54.1,59.7
"Phaethornis idaliae",2.6,34.4,67
"Phaethornis koepckeae",5,60.7,62.7
"Phaethornis longirostris",6,61.2,63.1
"Phaethornis longuemareus",3,43.1,65.3
"Phaethornis major",4.3,59,66.8
"Phaethornis malaris",5.9,59.2,64.9
"Phaethornis mexicanus",6,66.9,64.8
"Phaethornis nattereri",3.1,42.9,64
"Phaethornis philippii",5,56.8,66.7
"Phaethornis porcullae",2.3,40.9,66.4
"Phaethornis pretrei",5.6,59.3,61.8
"Phaethornis ruber",2.4,33.2,70.1
"Phaethornis rupurumii",3.7,43.2,64.2
"Phaethornis squalidus",3.4,47.6,59.8
"Phaethornis striigularis",3,39.1,66.2
"Phaethornis stuarti",2.9,36,68.4
"Phaethornis subochraceus",3.8,50.6,64
"Phaethornis superciliosus",6.3,58.4,62.6
"Phaethornis syrmatophorus",5.8,60.9,59.1
"Phaethornis yaruqui",5.4,59.5,63.5
"Phlogophilus harterti",2.7,45.6,64.1
"Phlogophilus hemileucurus",2.8,50,63.6
"Polyonymus caroli",4.8,64.4,61.2
"Polytmus guainumbi",5.2,59.2,63.4
"Polytmus milleri",4.1,64.2,61.4
"Polytmus theresiae",3.8,56.6,62.5
"Pterophanes cyanopterus",9.3,104.9,63.8
"Ramphodon naevius",7.9,71.4,58.6
"Ramphomicron dorsale",3.5,55.2,64.2
"Ramphomicron microrhynchum",3.6,51,62
"Rhodopis vesper",3.8,55.5,64.8
"Sappho sparganurus",5.3,63.2,63.1
"Schistes albogularis",3.6,55.2,60.9
"Schistes geoffroyi",3.6,49.1,63.4
"Selasphorus ardens",3.1,40,66.2
"Selasphorus calliope",2.6,41.4,64.3
"Selasphorus flammula",2.7,40.2,66.2
"Selasphorus platycercus",3.5,49,65.2
"Selasphorus rufus",3.5,40.7,67
"Selasphorus sasin",3.4,40.4,63.4
"Selasphorus scintilla",2.2,33,68.5
"Sephanoides fernandensis",8.7,75.8,62.5
"Sephanoides sephaniodes",5.2,60,63.6
"Stephanoxis lalandi",4,48.2,60.2
"Stephanoxis loddigesii",4,47.5,64.1
"Sternoclyta cyanopectus",8,69.8,62.5
"Taphrolesbia griseiventris",8.9,78.2,64.8
"Taphrospilus hypostictus",7,67.1,64
"Thalurania colombica",4.5,52.3,68.2
"Thalurania furcata",4.2,54.6,64.1
"Thalurania glaucopis",4.8,54.9,63.1
"Thalurania ridgwayi",3.8,55.8,65.5
"Thalurania watertonii",4.6,54.5,64.6
"Thaumastura cora",1.9,40.3,64.5
"Threnetes leucurus",5.6,57.5,65.3
"Threnetes niger",5.6,58.8,63.8
"Threnetes ruckeri",5.2,56.6,62
"Tilmatura dupontii",2.2,36,67.4
"Topaza pella",12.1,75.1,63.3
"Topaza pyra",12.1,75.8,65.4
"Trochilus polytmus",4.8,59,64
"Trochilus scitulus",4,65.2,65.7
"Urochroa bougueri",11.4,78.6,62
"Urochroa leucura",11.4,73.7,64.5
"Urosticte benjamini",3.9,50.6,63
"Urosticte ruficrissa",4.3,57,66.2
"Cariama cristata",1400,357.1,10.7
"Chunga burmeisteri",1298,300.3,10.7
"Cathartes aura",1518.2,508.5,26.9
"Cathartes burrovianus",935,485.8,27.5
"Cathartes melambrotus",1373,503,16.5
"Coragyps atratus",1881.7,410.1,14.3
"Gymnogyps californianus",8442.7,788,41.1
"Sarcoramphus papa",3400,508.2,37.6
"Vultur gryphus",11236.1,789.9,44.9
"Aethia cristatella",259.4,139.4,44.1
"Aethia psittacula",270,146.2,41.1
"Aethia pusilla",84,94.4,40.4
"Aethia pygmaea",112,112.2,40.8
"Alca torda",726,209.3,56.8
"Alle alle",180.7,115.8,51.3
"Brachyramphus brevirostris",234,138,53.2
"Brachyramphus marmoratus",220,123.5,58.4
"Brachyramphus perdix",220,134.6,58.9
"Cepphus carbo",490,192.2,42.1
"Cepphus columba",530,173.4,40.1
"Cepphus grylle",378,154,43.1
"Cerorhinca monocerata",482.2,178.8,52
"Fratercula arctica",593,163.6,51.6
"Fratercula cirrhata",774.4,194.1,50.5
"Fratercula corniculata",536.1,185.5,52.3
"Ptychoramphus aleuticus",184,121,40.7
"Synthliboramphus antiquus",217.7,135.5,51.9
"Synthliboramphus craveri",151,119.5,46.6
"Synthliboramphus hypoleucus",167,119.7,48.8
"Synthliboramphus scrippsi",167,120,50.5
"Synthliboramphus wumizusume",198,120.2,49.5
"Uria aalge",991.9,196.3,57.5
"Uria lomvia",964,206.8,51.9
"Burhinus bistriatus",787,241.8,43.6
"Burhinus capensis",423,224.8,42.6
"Burhinus grallarius",648.1,290.8,44.4
"Burhinus indicus",307,204.2,46.7
"Burhinus oedicnemus",459,233.4,47.7
"Burhinus senegalensis",326,207.2,43.5
"Burhinus superciliaris",480,221.2,43
"Burhinus vermiculatus",320,195.8,39.7
"Esacus magnirostris",1015.9,271,42.2
"Esacus recurvirostris",790,256.5,45
"Anarhynchus frontalis",57.6,119.8,54.8
"Charadrius alexandrinus",42.3,106.2,55
"Charadrius alticola",44.9,117.5,48.7
"Charadrius aquilonius",146,160.4,43.2
"Charadrius asiaticus",77.1,140.6,58
"Charadrius bicinctus",59.4,127.4,54.1
"Charadrius bifrontatus",31.2,108.9,45.9
"Charadrius collaris",28.3,95.6,49.9
"Charadrius dealbatus",42.3,107.7,53.2
"Charadrius dubius",38.7,114.8,51
"Charadrius falklandicus",65,126,52.3
"Charadrius forbesi",31.2,124.2,50
"Charadrius hiaticula",64,126,53.5
"Charadrius javanicus",42.3,98.8,50.2
"Charadrius leschenaultii",74.8,136.4,53.1
"Charadrius marginatus",48.3,109,48.8
"Charadrius melodus",54.4,115.4,54.5
"Charadrius modestus",78,141.4,53.4
"Charadrius mongolus",64,128.8,58.5
"Charadrius montanus",95.7,145.6,54.1
"Charadrius nivosus",42.3,102.5,53.4
"Charadrius obscurus",146,168.8,52.6
"Charadrius pallidus",34.8,90.4,49
"Charadrius pecuarius",34,102.2,52.4
"Charadrius peronii",42,99.2,45.1
"Charadrius placidus",62.7,137.8,51.7
"Charadrius ruficapillus",37.4,99.2,52.7
"Charadrius sanctaehelenae",48.7,111.4,40.1
"Charadrius semipalmatus",46.7,118.4,56
"Charadrius thoracicus",11.5,104.2,49
"Charadrius tricollaris",31.2,109,47.1
"Charadrius veredus",95,158.6,58.9
"Charadrius vociferus",96.4,158.8,52.6
"Charadrius wilsonia",55.1,117.4,53.5
"Elseyornis melanops",33,107.8,45.8
"Erythrogonys cinctus",51.4,110.2,42.2
"Eudromias morinellus",108.2,147.4,55.9
"Hoploxypterus cayanus",75.8,143,43.9
"Oreopholus ruficollis",131,162.7,55.6
"Peltohyas australis",83.5,136.4,51.3
"Phegornis mitchellii",35.5,109,38.3
"Pluvialis apricaria",214,181.2,57.4
"Pluvialis dominica",151.5,181.8,58.7
"Pluvialis fulva",134.9,159,59.3
"Pluvialis squatarola",250,184.4,60.1
"Thinornis cucullatus",100,138,52
"Thinornis novaeseelandiae",61,117.4,50
"Vanellus albiceps",192,218.5,39.3
"Vanellus armatus",156,203.6,40.4
"Vanellus chilensis",327,226,31
"Vanellus cinereus",270,239.8,45.2
"Vanellus coronatus",165,197.2,39.9
"Vanellus crassirostris",170,209.4,36.2
"Vanellus duvaucelii",143,194.4,39.3
"Vanellus gregarius",224.5,200.2,49.2
"Vanellus indicus",181,208.8,43.2
"Vanellus leucurus",132,171.4,40.8
"Vanellus lugubris",122,172.2,45.5
"Vanellus macropterus",325,242.5,42.5
"Vanellus malabaricus",140,192.4,47.9
"Vanellus melanocephalus",214,234.5,39.4
"Vanellus melanopterus",184.9,206,50.7
"Vanellus miles",387,245.7,36
"Vanellus novaehollandiae",387,244.7,35.2
"Vanellus resplendens",214,217.6,39.9
"Vanellus senegallus",248,225.2,38.5
"Vanellus spinosus",188,196.4,37.2
"Vanellus superciliosus",150,182.5,45.4
"Vanellus tectus",100,184.8,39.1
"Vanellus tricolor",184,192.2,44.1
"Vanellus vanellus",218.4,222.5,40.2
"Chionis albus",675.7,246.2,40.1
"Chionis minor",494,227,35.9
"Dromas ardeola",325,208.5,53.7
"Cursorius coromandelicus",138,145,43
"Cursorius cursor",138,151.5,46.4
"Cursorius rufus",75,133,43.7
"Cursorius somalensis",138,128.8,41.9
"Cursorius temminckii",69.2,120.2,38.4
"Glareola cinerea",37.4,141.6,58.3
"Glareola lactea",39.8,146.6,61.4
"Glareola maldivarum",75.2,176.2,59.2
"Glareola nordmanni",97.2,196,61.4
"Glareola nuchalis",62.7,143.2,55.8
"Glareola ocularis",91.9,190.5,62
"Glareola pratincola",84.9,181.6,60.7
"Rhinoptilus bitorquatus",150,157.5,35.4
"Rhinoptilus chalcopterus",150,175.4,40.1
